"Sorting Lab","Year Month of Tow ","Tow Collection Day",Ship,"Station Line","Station Number","Latitude (º)","Longitude (º)","Max Tow Depth (m)","Volume Water Filtered (ml/1000m3)","Aliquot %","Aliquot Adjustment Value","Total Phyllosoma","Stage 1","Stage 2","Stage 3","Stage 4","Stage 5","Stage 6","Stage 7","Stage 8","Stage 9","Stage 10","Stage 11","Study Flag"
TK,6107,1961-07-15,31BD,87,35,33.7709,-118.59418,136,475,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6107,1961-07-15,31BD,87,45,33.43756,-119.28413,135,486,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6107,1961-07-15,31HO,90,32,33.35128,-118.04346,159,416,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6107,1961-07-15,31BD,93,30,32.89833,-117.56519,133,496,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6107,1961-07-15,31BD,93,35,32.73167,-117.90704,137,510,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6107,1961-07-16,31BD,93,40,32.565,-118.24824,136,497,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6107,1961-07-16,31BD,93,45,32.39833,-118.5888,136,489,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6107,1961-07-16,31BD,93,50,32.23167,-118.92872,139,446,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6107,1961-07-16,31BD,93,55,32.065,-119.26802,135,453,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6107,1961-07-16,31BD,93,60,31.89833,-119.6067,137,446,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-10,31BD,82,47,34.23692,-120.0086,137,441,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6207,1962-07-10,31BD,83,40,34.29705,-119.40453,17,69,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-10,31BD,83,43,34.19705,-119.61309,136,511,50,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-10,31BD,83,51,33.93039,-120.16805,86,334,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-10,31BD,83,55,33.79705,-120.44487,140,512,50,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-12,31BD,87,35,33.7709,-118.59418,141,478,15.4,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-12,31BD,87,40,33.60423,-118.93949,138,480,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-12,31BD,87,45,33.43756,-119.28413,141,449,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-12,31BD,87,50,33.2709,-119.6281,68,266,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-12,31BD,87,55,33.10423,-119.9714,139,473,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-12,31BD,87,60,32.93756,-120.31405,141,534,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-15,31BD,93,28,32.965,-117.42827,134,530,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-15,31BD,93,30,32.89833,-117.56519,131,568,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-15,31BD,93,35,32.73167,-117.90704,143,491,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-15,31BD,93,40,32.565,-118.24824,136,531,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-15,31BD,93,45,32.39833,-118.5888,139,506,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-15,31BD,93,55,32.065,-119.26802,137,528,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-07-15,31BD,93,60,31.89833,-119.6067,138,533,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6207,1962-08-20,31BD,80,53,34.38333,-120.66323,142,581,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6207,1962-08-20,31BD,80,60,34.15,-121.15,141,529,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6207,1962-08-28,31BD,90,60,32.41795,-119.95935,138,565,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6207,1962-08-29,31BD,90,28,33.48462,-117.76808,135,496,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6207,1962-08-29,31BD,90,30,33.41795,-117.90582,137,466,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6207,1962-08-29,31BD,90,40,33.08462,-118.59294,134,567,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6207,1962-08-29,31BD,90,50,32.75128,-119.27743,140,521,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-17,31BD,93,30,32.89833,-117.56519,139,512,100,"No Adjustment",1,1,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-17,31BD,93,40,32.565,-118.24824,142,465,50,2,2,2,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-16,31BD,90,32,33.35128,-118.04346,133,512,100,"No Adjustment",2,2,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-11,31BD,80,50,34.48333,-120.4542,12,92,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-11,31BD,80,51,34.45,-120.52391,96,312,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-11,31BD,80,52,34.41667,-120.59358,137,494,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-11,31BD,80,55,34.31667,-120.80245,134,528,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-11,31BD,80,60,34.15,-121.15,141.9,492.7,50,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-12,31BD,83,60,33.63039,-120.79028,138,476,25,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-13,31BD,82,47,34.23692,-120.0086,144,451,50,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-13,31BD,83,39,34.33039,-119.33495,12,112,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-13,31BD,83,40,34.29705,-119.40453,13,113,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-13,31BD,83,43,34.19705,-119.61309,143,458,50,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-13,31BD,83,51,33.93039,-120.16805,79,306,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-13,31BD,83,55,33.79705,-120.44487,131,478,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-13,31BD,87,32.5,33.85423,-118.42128,6,121,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,3
TK,6307,1963-07-13,31BD,87,33,33.83756,-118.45587,44,164,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-13,31BD,87,34,33.80423,-118.52504,67,242,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-13,31BD,87,35,33.7709,-118.59418,139,486,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-14,31BD,87,40,33.60423,-118.93949,142,474,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-14,31BD,87,45,33.43756,-119.28413,135,485,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-14,31BD,87,50,33.2709,-119.6281,48,196,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-14,31BD,87,55,33.10423,-119.9714,140,488,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-14,31BD,87,60,32.93756,-120.31405,138,503,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-16,31BD,90,27.5,33.50128,-117.73363,14,115,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-16,31BD,90,28,33.48462,-117.76808,144,490,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-16,31BD,90,37,33.18462,-118.38708,135,501,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-16,31BD,90,45,32.91795,-118.93551,139,497,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-16,31BD,90,53,32.65128,-119.48228,138,480,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-16,31BD,90,60,32.41795,-119.95935,141,461,50,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6307,1963-07-17,31BD,93,26.5,33.015,-117.32551,10,87,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,3
TK,6307,1963-07-17,31BD,93,27,32.99833,-117.35977,80,314,50,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-17,31BD,93,28,32.965,-117.42827,134,468,12.5,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-17,31BD,93,35,32.73167,-117.90704,138,483,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-17,31BD,93,45,32.39833,-118.5888,140,429,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-17,31BD,93,50,32.23167,-118.92872,134,441,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-17,31BD,93,55,32.065,-119.26802,140,463,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6307,1963-07-17,31BD,93,60,31.89833,-119.6067,139,474,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-19,31BD,93,40,32.565,-118.24824,141,499,100,"No Adjustment",1,1,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-06-17,31AX,83,51,33.93039,-120.16805,140,497,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-06-17,31AX,83,55,33.79705,-120.44487,145,465,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-06-17,31AX,83,60,33.63039,-120.79028,141,477,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-06-17,31AX,83.8,45,33.99182,-119.65814,142,446,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-06-20,31AX,80,51,34.45,-120.52391,92,417,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-06-20,31AX,80,55,34.31667,-120.80245,145,461,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-06-20,31AX,80,60,34.15,-121.15,142,471,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-06-24,31AX,77,49,35.03628,-120.74157,62,531,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-06-24,31AX,77,51,34.96962,-120.8819,141,524,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-06-24,31AX,77,55,34.83628,-121.16221,146,498,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-06-24,31AX,77,60,34.66962,-121.51196,143,513,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-11,31AX,90,28,33.48462,-117.76808,149,580,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-07-11,31AX,90,32,33.35128,-118.04346,150,475,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-07-11,31AX,90,37,33.18462,-118.38708,130,382,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-07-11,31AX,90,45,32.91795,-118.93551,141,429,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-07-11,31AX,90,53,32.65128,-119.48228,151,581,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-07-11,31AX,90,60,32.41795,-119.95935,132,488,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-07-12,31AX,90,27.5,33.50128,-117.73363,30,384,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6407,1964-07-16,31BD,83,40,34.29705,-119.40453,20,104,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-16,31BD,83,43,34.19705,-119.61309,140,454,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-16,31BD,83,51,33.93039,-120.16805,100,328,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-16,31BD,83,55,33.79705,-120.44487,140,471,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-16,31BD,83,60,33.63039,-120.79028,137,466,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-18,31BD,87,33,33.83756,-118.45587,42,362,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-18,31BD,87,35,33.7709,-118.59418,115,578,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-18,31BD,87,40,33.60423,-118.93949,128,540,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-18,31BD,87,45,33.43756,-119.28413,141,521,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-18,31BD,87,50,33.2709,-119.6281,70,236,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-18,31BD,87,55,33.10423,-119.9714,141,395,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-18,31BD,87,60,32.93756,-120.31405,144,392,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-19,31BD,93,26.5,33.015,-117.32551,32,374,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,3
TK,6407,1964-07-19,31BD,93,30,32.89833,-117.56519,135,522,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-19,31BD,93,35,32.73167,-117.90704,135,492,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-19,31BD,93,45,32.39833,-118.5888,143,427,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-19,31BD,93,50,32.23167,-118.92872,143,453,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6407,1964-07-19,31BD,93,55,32.065,-119.26802,142,439,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-07-25,31AX,90,37,33.18462,-118.38708,116,553,100,"No Adjustment",4,4,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-06-16,31BD,82,47,34.23692,-120.0086,134,493,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-06-16,31BD,83,39,34.33039,-119.33495,12,94,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-16,31BD,83,40,34.29705,-119.40453,14,91,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-16,31BD,83,43,34.19705,-119.61309,142,452,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-17,31BD,83,51,33.93039,-120.16805,100,318,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-17,31BD,83,55,33.79705,-120.44487,141,425,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-17,31BD,83,60,33.63039,-120.79028,145,419,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-19,31BD,87,32.5,33.85423,-118.42128,21,121,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,3
TK,6507,1965-06-19,31BD,87,33,33.83756,-118.45587,49,182,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-19,31BD,87,34,33.80423,-118.52504,68,258,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-19,31BD,87,35,33.7709,-118.59418,141,458,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-19,31BD,87,40,33.60423,-118.93949,142,433,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-19,31BD,87,45,33.43756,-119.28413,138,413,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-19,31BD,87,50,33.2709,-119.6281,60,222,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-19,31BD,87,60,32.93756,-120.31405,143,440,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-20,31BD,93,26.5,33.015,-117.32551,14,110,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,4
TK,6507,1965-06-20,31BD,93,27,32.99833,-117.35977,68,238,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,4
TK,6507,1965-06-20,31BD,93,28,32.965,-117.42827,140,436,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-20,31BD,93,30,32.89833,-117.56519,139,451,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-20,31BD,93,35,32.73167,-117.90704,141,464,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-20,31BD,93,40,32.565,-118.24824,141,448,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-20,31BD,93,45,32.39833,-118.5888,141,430,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-20,31BD,93,50,32.23167,-118.92872,141,427,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-20,31BD,93,55,32.065,-119.26802,142,430,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-06-21,31BD,93,60,31.89833,-119.6067,141,423,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-07-09,31AX,77,47.6,35.08295,-120.64328,7,243,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,3
TK,6507,1965-07-09,31AX,77,48,35.06962,-120.67137,14,232,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,3
TK,6507,1965-07-09,31AX,77,49,35.03628,-120.74157,42,241,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-07-09,31AX,77,51,34.96962,-120.8819,141,492,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-07-09,31AX,77,55,34.83628,-121.16221,145,466,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-07-09,31AX,77,57,34.76962,-121.3022,138,498,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6507,1965-07-10,31AX,80,50.2,34.47667,-120.46814,11,236,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-10,31AX,80,51,34.45,-120.52391,71,447,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-10,31AX,80,52,34.41667,-120.59358,118,549,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-10,31AX,80,55,34.31667,-120.80245,125,522,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-10,31AX,80,60,34.15,-121.15,136,488,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-24,31AX,90,60,32.41795,-119.95935,140,516,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-25,31AX,90,27.5,33.50128,-117.73363,14,186,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-25,31AX,90,28,33.48462,-117.76808,130,554,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-25,31AX,90,32,33.35128,-118.04346,133,520,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-25,31AX,90,45,32.91795,-118.93551,130,508,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6507,1965-07-25,31AX,90,53,32.65128,-119.48228,138,481,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-21,31JD,87,33,33.83756,-118.45587,39,157,100,"No Adjustment",1,1,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-21,31JD,87,50,33.2709,-119.6281,66,246,100,"No Adjustment",1,1,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-23,31JD,90,53,32.65128,-119.48228,134,369,100,"No Adjustment",1,0,0,1,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-23,31JD,90,60,32.41795,-119.95935,138,445,100,"No Adjustment",1,1,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-26,31JD,93,55,32.065,-119.26802,142,449,100,"No Adjustment",1,0,0,1,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-24,31JD,93,27,32.99833,-117.35977,96,315,100,"No Adjustment",2,2,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-21,31JD,87,55,33.10423,-119.9714,139,393,100,"No Adjustment",3,3,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-17,31JD,77,51,34.96962,-120.8819,142,417,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-17,31JD,77,55,34.83628,-121.16221,137,416,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-17,31JD,77,60,34.66962,-121.51196,143,383,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-18,31JD,77,48,35.06962,-120.67137,21,97,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-18,31JD,80,51,34.45,-120.52391,86,284,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-18,31JD,80,52,34.41667,-120.59358,142,390,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-18,31JD,80,55,34.31667,-120.80245,125,463,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-18,31JD,80,60,34.15,-121.15,139,418,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-20,31JD,82,47,34.23692,-120.0086,139,452,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-20,31JD,83,51,33.93039,-120.16805,105,360,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-20,31JD,83,55,33.79705,-120.44487,140,410,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-20,31JD,83,60,33.63039,-120.79028,141,420,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-21,31JD,83,43,34.19705,-119.61309,144,424,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-21,31JD,87,35,33.7709,-118.59418,136,435,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-21,31JD,87,45,33.43756,-119.28413,145,432,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-22,31JD,87,60,32.93756,-120.31405,142,442,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-23,31JD,90,45,32.91795,-118.93551,138,412,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-24,31JD,90,28,33.48462,-117.76808,143,426,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-24,31JD,90,32,33.35128,-118.04346,138,424,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-24,31JD,90,37,33.18462,-118.38708,138,420,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
TK,6607,1966-07-24,31JD,93,28,32.965,-117.42827,133,430,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-25,31JD,93,30,32.89833,-117.56519,134,428,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-25,31JD,93,35,32.73167,-117.90704,140,431,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-26,31JD,93,45,32.39833,-118.5888,138,434,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-26,31JD,93,50,32.23167,-118.92872,139,440,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6607,1966-07-26,31JD,93,60,31.89833,-119.6067,140,438,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,2
TK,6608,1966-08-06,31JD,80,60,34.15,-121.15,138,421,100,"No Adjustment",1,1,0,0,0,0,0,0,0,0,0,0,1
TK,6608,1966-08-08,31JD,87,40,33.60423,-118.93949,127,442,100,"No Adjustment",1,0,1,0,0,0,0,0,0,0,0,0,2
TK,6608,1966-08-08,31JD,87,50,33.2709,-119.6281,67,217,100,"No Adjustment",1,1,0,0,0,0,0,0,0,0,0,0,2
TK,6608,1966-08-08,31JD,87,60,32.93756,-120.31405,137,438,100,"No Adjustment",1,0,1,0,0,0,0,0,0,0,0,0,2
TK,6608,1966-08-10,31JD,90,45,32.91795,-118.93551,135,455,100,"No Adjustment",0,0,0,0,0,0,0,0,0,0,0,0,1
